source,target
P0029,P12167
P0029,P21173
P0029,P35804
P0029,P36673
P0029,P19745
P0029,P5524
P0029,P5083
P0029,P4565
P0029,P36941
P0029,P9287
P0029,P13633
P0029,P20253
P0029,P22737
P0029,P26715
P0029,P7421
P0029,P13185
P0029,P16095
P0029,P31757
P0029,P26267
P0029,P26137
P0029,P34956
P0030,P45569
P0030,P33036
P0030,P47279
P0030,P47282
P0030,P47264
P0030,P0518
P0030,P47229
P0030,P26738
P0030,P37336
P0030,P27152
P0030,P44138
P0030,P35278
P0030,P38485
P0030,P41354
P0030,P31314
P0030,P0779
P0030,P0147
P0031,P22166
P0031,P29218
P0031,P27654
P0031,P37929
P0031,P23255
P0032,P37302
P0032,P26388
P0032,P34504
P0032,P59877
P0032,P37523
P0032,P0019
P0032,P31222
P0032,P34606
P0032,P4788
P0032,P19863
P0032,P60019
P0032,P36651
P0032,P13238
P0032,P15438
P0032,P15264
P0032,P35351
P0032,P33229
P0032,P27212
P0032,P35653
P0032,P28799
P0032,P23255
P0032,P0031
P0032,P0026
P0032,P0014
P0032,P0017
P0032,P0009
P0032,P7834
P0032,P29311
P0032,P33428
P0032,P14821
P0032,P31212
P0032,P28718
P0032,P37802
P0032,P7461
P0032,P20500
P0032,P24724
P0032,P38415
P0032,P35760
P0032,P13177
P0032,P45514
P0032,P13669
P0032,P9028
P0032,P5909
P0032,P59875
P0032,P28611
P0032,P30488
P0032,P27579
P0032,P29062
P0032,P31203
P0032,P31590
P0032,P9033
P0032,P23558
P0032,P18247
P0032,P10345
P0032,P27197
P0032,P32575
P0033,P10406
P0033,P22081
P0033,P21826
P0033,P12071
P0033,P16287
P0033,P13591
P0033,P23657
P0033,P26738
P0033,P57420
P0033,P20754
P0033,P15059
P0033,P28799
P0033,P22646
P0033,P3200
P0033,P5933
P0033,P56763
P0033,P13711
P0033,P41624
P0033,P26303
P0033,P22564
P0033,P18922
P0033,P20962
P0033,P31363
P0033,P16707
P0033,P11508
P0033,P12590
P0033,P23548
P0033,P32179
P0033,P12115
P0034,P11371
P0034,P57264
P0034,P57132
P0034,P22327
P0034,P56410
P0034,P13597
P0034,P10926
P0034,P16277
P0034,P18663
P0034,P12305
P0034,P56642
P0034,P11830
P0034,P25033
P0034,P57534
P0034,P56847
P0034,P20347
P0034,P11554
P0034,P56747
P0034,P56801
P0034,P14059
P0034,P56264
P0034,P17994
P0034,P57104
P0034,P57241
P0034,P16616
P0034,P8895
P0034,P57612
P0034,P57197
P0034,P56285
P0034,P57426
P0034,P9999
P0034,P56345
P0034,P9134
P0034,P56348
P0034,P9691
P0034,P9313
P0034,P2626
P0034,P2678
P0034,P57675
P0034,P56638
P0034,P18349
P0034,P21849
P0034,P56610
P0034,P5878
P0034,P16013
P0034,P56850
P0034,P10270
P0034,P5414
P0034,P11780
P0034,P10741
P0034,P10842
P0034,P57022
P0034,P56960
P0034,P18118
P0034,P57181
P0034,P57340
P0034,P30226
P0034,P24736
P0034,P32598
P0034,P17360
P0034,P25376
P0034,P42120
P0034,P10454
P0034,P21275
P0034,P3610
P0034,P22037
P0034,P10083
P0034,P17978
P0034,P32228
P0034,P2705
P0034,P11234
P0034,P3205
P0034,P18984
P0034,P18208
P0034,P16928
P0034,P24947
P0034,P15881
P0034,P24763
P0034,P15706
P0034,P18549
P0034,P24049
P0034,P25066
P0034,P17120
P0034,P16962
P0034,P25315
P0034,P3185
P0034,P17139
P0034,P2885
P0034,P12507
P0034,P24806
P0034,P16060
P0034,P21348
P0034,P19045
P0034,P22368
P0034,P26658
P0034,P13638
P0034,P25042
P0034,P18638
P0034,P6314
P0034,P3641
P0034,P24926
P0034,P9500
P0034,P18097
P0034,P14635
P0034,P18879
P0034,P18174
P0034,P24128
P0034,P19005
P0034,P24807
P0034,P24823
P0034,P17462
P0034,P24879
P0034,P3096
P0034,P39007
P0034,P30228
P0034,P10078
P0034,P14537
P0034,P3437
P0034,P17060
P0034,P23454
P0034,P18750
P0034,P3658
P0034,P11434
P0034,P22562
P0034,P41468
P0035,P13217
P0035,P12051
P0035,P12583
P0035,P15997
P0035,P16350
P0035,P7544
P0035,P13815
P0035,P58784
P0035,P13008
P0035,P19811
P0035,P56135
P0035,P14561
P0035,P56449
P0035,P9663
P0035,P56606
P0035,P57688
P0035,P19083
P0035,P10236
P0035,P56599
P0035,P15575
P0035,P2653
P0035,P57006
P0035,P18493
P0035,P15732
P0035,P14106
P0035,P9602
P0035,P20105
P0035,P11360
P0035,P9370
P0035,P20962
P0035,P12096
P0035,P18507
P0035,P18236
P0035,P7870
P0035,P6884
P0035,P12434
P0035,P15663
P0035,P20445
P0035,P18965
P0035,P19435
P0035,P7893
P0035,P3289
P0035,P24134
P0035,P15108
P0035,P14093
P0035,P8236
P0035,P9263
P0035,P9391
P0035,P3974
P0035,P8855
P0035,P12990
P0035,P15024
P0035,P20148
P0035,P11495
P0035,P41502
P0035,P15987
P0035,P11624
P0035,P17902
P0035,P15897
P0035,P9360
P0036,P58936
P0036,P58601
P0036,P58501
P0036,P45660
P0036,P57488
P0036,P58343
P0036,P58302
P0036,P58336
P0036,P58109
P0036,P32298
P0036,P58359
P0036,P59141
P0036,P57623
P0036,P29647
P0036,P19206
P0036,P11544
P0036,P26738
P0036,P49826
P0036,P45616
P0036,P34673
P0036,P58427
P0036,P34743
P0036,P58316
P0036,P59067
P0036,P58826
P0036,P45603
P0036,P32062
P0036,P58517
P0036,P58837
P0036,P57442
P0036,P57140
P0036,P15997
P0036,P48408
P0036,P57642
P0036,P0008
P0036,P58907
P0036,P58186
P0036,P36956
P0036,P42908
P0036,P33925
P0036,P58378
P0036,P58057
P0036,P45644
P0036,P36189
P0036,P49827
P0036,P24757
P0036,P59348
P0036,P58381
P0036,P58823
P0036,P25184
P0036,P45199
P0036,P36280
P0036,P50462
P0036,P57931
P0036,P45681
P0036,P58981
P0036,P46711
P0036,P59098
P0036,P58947
P0036,P58916
P0036,P58544
P0036,P57135
P0036,P58728
P0036,P58919
P0036,P57149
P0036,P47234
P0036,P58666
P0036,P48839
P0036,P58564
P0036,P59213
P0036,P56715
P0036,P59062
P0036,P9735
P0036,P15725
P0036,P59059
P0036,P58702
P0036,P51534
P0036,P59038
P0036,P58257
P0036,P59110
P0036,P59077
P0036,P58683
P0036,P58977
P0036,P58699
P0036,P43268
P0036,P58693
P0036,P46219
P0036,P48725
P0036,P49505
P0036,P59232
P0036,P59207
P0036,P59354
P0036,P59202
P0036,P59106
P0036,P59290
P0036,P58822
P0036,P58747
P0036,P58979
P0036,P58729
P0036,P58754
P0036,P39455
P0036,P58854
P0036,P59004
P0036,P59061
P0036,P46288
P0036,P44225
P0036,P47100
P0036,P38605
P0036,P31984
P0036,P58742
P0036,P36306
P0036,P37001
P0036,P29838
P0036,P45209
P0036,P59040
P0036,P58681
P0036,P59352
P0036,P35804
P0036,P24323
P0036,P40761
P0036,P36644
P0036,P38331
P0036,P46964
P0036,P48906
P0036,P9449
P0036,P50470
P0036,P27448
P0036,P59009
P0036,P28535
P0036,P58549
P0036,P58946
P0036,P36663
P0036,P59162
P0036,P49743
P0036,P57588
P0036,P8305
P0036,P59185
P0036,P59358
P0036,P49509
P0036,P19453
P0036,P35522
P0036,P3603
P0036,P48353
P0036,P52039
P0036,P59238
P0036,P10797
P0036,P58828
P0036,P49814
P0036,P59078
P0036,P58027
P0036,P45667
P0036,P40621
P0036,P58676
P0036,P58413
P0036,P58740
P0036,P58102
P0036,P58939
P0036,P32668
P0036,P58743
P0036,P29849
P0036,P58865
P0036,P22345
P0036,P58322
P0036,P57587
P0036,P58901
P0036,P45590
P0036,P58419
P0036,P59074
P0036,P44363
P0036,P59025
P0036,P58999
P0036,P40732
P0036,P27237
P0036,P29877
P0036,P44440
P0036,P43438
P0036,P46139
P0036,P44425
P0036,P46463
P0036,P46613
P0036,P43404
P0036,P44783
P0036,P49024
P0036,P41289
P0036,P40591
P0036,P28222
P0036,P41011
P0036,P44538
P0036,P53892
P0036,P47525
P0036,P30800
P0036,P34198
P0036,P46417
P0036,P41240
P0036,P42759
P0036,P45971
P0036,P34281
P0036,P46821
P0036,P43937
P0036,P46848
P0036,P44488
P0036,P35935
P0036,P24481
P0036,P45477
P0036,P47491
P0036,P35939
P0036,P52136
P0036,P48546
P0036,P42856
P0036,P30756
P0036,P46082
P0036,P38814
P0036,P23128
P0036,P42969
P0036,P36185
P0036,P23083
P0036,P44859
P0036,P40734
P0036,P40651
P0036,P44892
P0036,P49170
P0036,P46676
P0036,P37247
P0036,P54797
P0036,P42579
P0036,P41158
P0036,P44272
P0036,P21317
P0036,P46674
P0036,P49156
P0036,P47577
P0036,P34411
P0036,P38089
P0036,P37868
P0036,P41188
P0036,P33955
P0036,P53496
P0036,P41135
P0036,P43405
P0036,P32545
P0036,P37980
P0036,P43791
P0036,P46502
P0036,P53265
P0036,P39641
P0036,P48060
P0036,P47752
P0036,P42504
P0036,P37365
P0036,P40818
P0036,P46101
P0036,P47137
P0036,P40632
P0036,P36062
P0036,P31886
P0036,P46200
P0036,P44767
P0036,P44717
P0036,P48950
P0036,P34580
P0036,P49327
P0036,P49223
P0036,P17568
P0036,P34903
P0036,P41328
P0036,P46088
P0036,P42517
P0036,P46523
P0037,P9769
P0037,P8322
P0037,P6890
P0037,P40164
P0037,P6837
P0037,P7461
P0037,P5719
P0037,P17412
P0037,P8049
P0037,P18438
P0037,P9729
P0037,P17603
P0037,P8206
P0037,P22081
P0037,P27706
P0037,P15637
P0037,P20632
P0037,P16350
P0037,P21762
P0037,P27335
P0037,P29407
P0037,P29413
P0037,P22730
P0037,P29717
P0037,P26388
P0037,P28265
P0037,P27980
P0037,P27953
P0037,P22977
P0037,P22966
P0037,P25800
P0037,P23255
P0037,P27811
P0037,P28799
P0037,P37929
P0037,P26303
P0037,P9028
P0037,P16549
P0037,P16084
P0037,P16793
P0037,P15832
P0037,P23077
P0037,P22454
P0037,P21109
P0037,P26805
P0037,P28010
P0037,P26546
P0037,P28366
P0037,P25848
P0037,P28916
P0037,P23052
P0037,P20633
P0037,P20445
P0037,P27866
P0037,P29734
P0037,P28134
P0037,P0031
P0037,P56669
P0037,P6082
P0037,P20379
P0037,P28638
P0037,P13066
P0037,P14745
P0037,P10818
P0038,P12590
P0038,P12878
P0038,P10514
P0038,P18850
P0038,P21797
P0038,P22081
P0038,P27706
P0038,P15637
P0038,P20632
P0038,P16350
P0038,P21762
P0038,P27335
P0038,P29407
P0038,P29413
P0038,P22730
P0038,P29717
P0038,P26388
P0038,P22977
P0038,P28265
P0038,P27980
P0038,P27953
P0038,P22966
P0038,P25800
P0038,P23255
P0038,P27811
P0038,P28799
P0038,P37929
P0038,P26303
P0038,P9028
P0038,P16549
P0038,P16084
P0038,P16793
P0038,P15832
P0038,P23077
P0038,P22454
P0038,P21109
P0038,P26805
P0038,P28010
P0038,P26546
P0038,P28366
P0038,P25848
P0038,P28916
P0038,P42143
P0038,P23052
P0038,P29734
P0038,P28134
P0038,P0031
P0038,P10818
P0038,P28638
P0038,P26093
P0038,P26338
P0038,P20379
P0039,P13103
P0039,P13009
P0039,P25530
P0039,P3049
P0039,P25427
P0039,P11015
P0039,P53204
P0039,P24996
P0039,P16629
P0039,P49223
P0039,P3897
P0039,P17096
P0039,P9115
P0039,P25508
P0039,P25034
P0040,P21826
P0040,P22057
P0040,P21422
P0040,P29453
P0040,P39166
P0040,P30633
P0040,P31314
P0040,P13986
P0040,P16829
P0040,P16645
P0040,P25604
P0040,P19456
P0040,P29734
P0040,P35426
P0040,P27072
P0040,P36651
P0040,P18848
P0040,P22967
P0040,P12357
P0040,P10739
P0040,P28907
P0040,P20242
P0040,P38939
P0040,P0841
P0040,P28599
P0040,P36830
P0040,P12431
P0040,P16798
P0040,P44108
P0040,P27500
P0040,P2769
P0040,P7555
P0040,P33617
P0040,P7729
P0040,P4378
P0040,P27141
P0040,P12151
P0040,P10646
P0040,P38990
P0040,P5777
P0040,P5976
P0040,P6629
P0040,P8051
P0040,P4774
P0040,P32022
P0040,P8030
P0040,P35553
P0040,P13284
P0040,P25037
P0040,P35555
P0040,P9707
P0040,P5737
P0040,P19694
P0040,P35351
P0040,P60139
P0040,P26138
P0040,P31796
P0040,P35001
P0040,P3712
P0040,P7449
P0040,P4626
P0040,P27304
P0040,P25623
P0040,P21426
P0040,P19076
P0040,P41673
P0040,P9270
P0040,P15122
P0040,P12543
P0040,P16989
P0040,P11536
P0040,P4155
P0040,P31011
P0040,P29192
P0040,P31494
P0040,P39275
P0040,P34593
P0040,P33550
P0040,P27399
P0040,P30569
P0040,P30708
P0040,P35793
P0040,P23404
P0040,P14561
P0040,P17998
P0040,P31806
P0040,P30654
P0040,P7946
P0041,P57530
P0041,P24371
P0041,P57649
P0041,P31330
P0041,P13089
P0041,P8406
P0041,P24404
P0041,P20804
P0041,P27909
P0041,P23119
P0041,P21842
P0041,P27471
P0041,P25237
P0041,P28875
P0041,P15811
P0041,P28029
P0041,P29128
P0042,P31314
P0042,P33652
P0042,P30747
P0042,P13763
P0042,P0434
P0042,P11751
P0042,P34760
P0042,P23677
P0042,P5192
P0042,P0616
P0042,P33629
P0042,P18378
P0042,P2737
P0042,P0199
P0043,P31174
P0043,P22166
P0043,P31314
P0043,P17775
P0043,P29218
P0043,P9486
P0043,P4324
P0043,P10751
P0043,P0031
P0043,P0014
P0043,P0009
P0043,P23255
P0043,P10809
P0043,P17865
P0043,P13613
P0043,P17401
P0043,P4171
P0043,P8262
P0044,P43724
P0044,P24336
P0044,P35933
P0044,P13895
P0044,P19981
P0044,P20043
P0044,P15853
P0044,P24955
P0044,P25404
P0044,P25291
P0044,P27713
P0044,P9666
P0044,P25286
P0044,P32367
P0044,P24694
P0044,P38430
P0044,P36353
P0044,P35104
P0044,P20727
P0044,P16911
P0044,P7008
P0044,P37645
P0044,P32139
P0044,P12006
P0044,P6978
P0044,P11352
P0044,P6462
P0044,P36587
P0044,P7609
P0044,P9246
P0044,P29937
P0044,P9849
P0044,P12464
P0044,P21853
P0044,P20398
P0044,P27457
P0044,P12283
P0044,P25975
P0044,P17906
P0044,P25004
P0044,P25378
P0044,P1093
P0044,P22583
P0044,P26794
P0044,P19914
P0044,P7384
P0044,P25996
P0044,P24273
P0044,P3897
P0044,P13387
P0044,P36396
P0044,P25536
P0044,P24183
P0044,P31844
P0044,P44569
P0044,P37514
P0044,P26033
P0044,P37270
P0044,P36636
P0044,P25107
P0044,P13799
P0044,P43726
P0044,P33305
P0044,P25041
P0044,P2677
P0044,P38225
P0044,P30031
P0044,P44734
P0044,P6190
P0044,P38707
P0044,P44539
P0044,P35966
P0044,P6736
P0044,P43359
P0044,P29867
P0044,P15198
P0044,P9534
P0044,P11933
P0044,P9408
P0044,P29446
P0044,P12212
P0044,P24986
P0044,P25345
P0044,P36631
P0044,P32676
P0044,P32592
P0044,P24289
P0044,P15685
P0044,P24278
P0044,P9806
P0044,P20135
P0044,P44501
P0044,P55863
P0044,P16638
P0044,P0164
P0044,P25429
P0044,P36619
P0044,P25247
P0044,P44077
P0044,P24954
P0044,P10674
P0044,P4136
P0044,P21333
P0044,P16830
P0044,P21075
P0044,P24715
P0044,P6249
P0044,P22586
P0044,P17704
P0044,P29704
P0044,P24247
P0044,P32549
P0044,P8995
P0044,P34325
P0044,P9295
P0044,P43395
P0044,P39571
P0044,P36539
P0044,P10455
P0044,P35093
P0044,P19957
P0044,P24170
P0044,P32776
P0044,P10995
P0044,P27716
P0044,P24231
P0044,P43558
P0044,P4298
P0044,P36931
P0044,P10913
P0044,P36524
P0044,P30331
P0044,P13318
P0044,P21317
P0044,P41570
P0044,P17640
P0044,P35950
P0044,P3652
P0044,P35152
P0044,P33298
P0044,P17351
P0044,P22429
P0044,P32533
P0044,P4105
P0044,P24873
P0044,P23917
P0044,P13605
P0044,P10944
P0044,P34997
P0044,P30004
P0044,P43342
P0044,P43745
P0044,P16564
P0044,P4771
P0044,P13486
P0044,P25197
P0044,P24834
P0044,P36465
P0044,P27050
P0044,P11331
P0044,P10100
P0044,P10467
P0044,P10249
P0044,P3968
P0044,P20661
P0044,P31966
P0044,P32716
P0044,P46623
P0044,P18071
P0044,P10840
P0044,P24477
P0044,P5019
P0044,P20188
P0044,P10221
P0045,P18277
P0045,P6245
P0045,P9482
P0045,P8672
P0045,P13785
P0045,P20050
P0045,P13684
P0045,P4529
P0045,P19522
P0045,P19994
P0045,P15514
P0045,P20134
P0045,P20525
P0045,P11041
P0045,P5377
P0045,P55971
P0045,P23391
P0045,P28761
P0045,P24429
P0045,P22459
P0045,P57101
P0045,P57208
P0045,P14035
P0045,P3303
P0045,P20110
P0045,P14486
P0045,P18347
P0045,P18837
P0045,P57695
P0045,P22736
P0045,P19735
P0045,P13208
P0045,P18320
P0045,P57477
P0045,P16888
P0045,P8314
P0045,P20157
P0045,P21371
P0045,P22703
P0045,P24376
P0045,P20846
P0045,P58639
P0045,P14705
P0045,P58215
P0045,P24008
P0045,P15948
P0045,P21022
P0045,P21874
P0045,P21484
P0045,P9787
P0045,P4070
P0045,P11337
P0045,P8070
P0045,P8372
P0045,P60022
P0045,P26514
P0045,P56782
P0045,P41822
P0045,P4342
P0045,P6583
P0045,P3677
P0045,P20443
P0045,P20401
P0045,P3833
P0045,P5193
P0045,P22388
P0045,P8212
P0045,P13898
P0045,P56506
P0045,P11216
P0045,P56750
P0045,P15677
P0045,P20580
P0045,P17266
P0045,P56438
P0045,P20047
P0045,P18602
P0045,P23624
P0045,P10172
P0045,P16140
P0045,P56388
P0045,P56441
P0045,P14316
P0045,P21869
P0045,P18231
P0045,P57214
P0045,P22265
P0045,P11581
P0045,P56635
P0045,P6586
P0045,P56954
P0045,P15655
P0045,P18540
P0045,P17818
P0045,P56601
P0045,P21343
P0045,P57250
P0045,P21845
P0045,P22729
P0045,P19585
P0045,P19489
P0045,P21879
P0045,P25064
P0045,P17665
P0045,P20041
P0045,P17323
P0045,P22845
P0045,P20626
P0045,P57930
P0045,P21293
P0045,P26140
P0045,P15035
P0045,P21584
P0045,P3119
P0045,P25225
P0045,P13015
P0045,P23013
P0045,P19871
P0045,P20106
P0045,P18492
P0045,P20776
P0045,P19127
P0045,P14434
P0045,P23344
P0045,P18903
P0045,P19431
P0045,P12286
P0045,P4605
P0045,P24396
P0045,P26375
P0045,P17309
P0045,P17206
P0045,P23003
P0045,P19112
P0045,P20519
P0045,P18746
P0045,P22941
P0045,P17710
P0045,P15426
P0045,P22285
P0045,P20789
P0045,P6714
P0045,P57801
P0045,P58650
P0045,P24201
P0045,P20328
P0045,P27629
P0045,P28201
P0045,P4486
P0045,P18375
P0045,P58642
P0045,P19662
P0045,P26907
P0045,P41735
P0045,P19497
P0045,P32580
P0045,P3971
P0045,P14988
P0045,P41536
P0045,P18144
P0045,P15246
P0045,P34927
P0045,P39689
P0045,P3556
P0045,P3026
P0045,P16028
P0045,P33802
P0045,P10020
P0045,P5707
P0045,P32495
P0045,P32126
P0045,P18973
P0045,P26479
P0045,P13051
P0045,P21862
P0045,P33345
P0045,P55902
P0045,P25191
P0045,P32432
P0045,P16934
P0045,P32316
P0045,P39983
P0045,P32795
P0045,P22602
P0045,P12903
P0045,P28420
P0045,P6791
P0045,P32119
P0045,P32759
P0045,P16910
P0045,P28097
P0045,P32225
P0045,P15263
P0045,P18425
P0045,P9291
P0045,P32541
P0045,P27157
P0045,P24331
P0045,P10352
P0045,P24177
P0046,P50693
P0046,P50224
P0046,P48557
P0046,P47683
P0046,P53377
P0046,P52924
P0046,P52045
P0046,P53046
P0046,P49932
P0046,P51075
P0046,P15209
P0047,P37302
P0047,P26388
P0047,P34504
P0047,P37523
P0047,P0019
P0047,P31222
P0047,P34606
P0047,P4788
P0047,P19863
P0047,P36651
P0047,P27197
P0047,P13238
P0047,P15438
P0047,P15264
P0047,P35351
P0047,P33229
P0047,P27212
P0047,P35653
P0047,P28799
P0047,P23255
P0047,P0031
P0047,P0014
P0047,P0009
P0047,P9028
P0047,P5909
P0047,P59875
P0047,P28611
P0047,P30488
P0047,P27579
P0047,P29062
P0047,P31203
P0047,P31590
P0047,P9033
P0047,P23558
P0047,P18247
P0047,P13177
P0047,P10345
P0047,P29311
P0047,P33428
P0047,P14821
P0047,P31212
P0047,P28718
P0047,P37802
P0047,P7461
P0047,P20500
P0047,P24724
P0047,P38415
P0047,P35760
P0047,P45514
P0047,P13669
P0047,P32575
P0048,P27706
P0048,P15637
P0048,P23473
P0048,P16350
P0048,P21718
P0048,P29119
P0048,P29407
P0048,P29413
P0048,P22730
P0048,P29717
P0048,P9769
P0048,P6890
P0048,P12878
P0048,P6837
P0048,P14102
P0048,P7461
P0048,P26388
P0048,P28799
P0048,P37929
P0048,P0014
P0048,P0038
P0048,P0026
P0048,P0009
P0048,P0017
P0048,P0037
P0048,P0031
P0048,P23255
P0048,P24129
P0049,P20781
P0049,P57641
P0049,P57502
P0049,P56383
P0049,P22166
P0049,P17791
P0049,P19942
P0049,P22895
P0049,P20702
P0049,P22034
P0049,P23896
P0049,P33653
P0049,P20921
P0049,P26192
P0050,P0581
P0050,P31101
P0050,P20485
P0050,P44372
P0050,P48929
P0050,P27112
P0050,P46739
P0050,P20728
P0050,P20637
P0050,P35186
P0050,P20781
P0050,P47756
P0050,P18980
P0050,P31096
P0050,P34658
P0050,P39080
P0050,P36411
P0050,P0019
P0050,P47585
P0050,P38288
P0050,P20733
P0050,P49371
P0050,P0620
P0050,P56861
P0050,P40389
P0050,P23338
P0050,P35961
P0050,P33629
P0050,P0049
P0050,P44634
P0050,P48716
P0050,P37197
P0050,P58953
P0050,P44719
P0050,P13770
P0051,P38231
P0051,P7796
P0051,P25717
P0051,P30962
P0051,P44334
P0051,P27847
P0051,P28853
P0051,P13152
P0051,P21491
P0051,P34594
P0051,P16350
P0051,P26711
P0051,P23547
P0051,P42265
P0051,P15997
P0051,P7666
P0051,P34443
P0051,P24369
P0051,P29002
P0051,P4467
P0051,P9826
P0051,P30747
P0051,P21478
P0051,P22290
P0051,P37717
P0051,P42303
P0051,P28030
P0051,P18270
P0051,P27499
P0051,P27827
P0051,P41456
P0051,P44494
P0051,P32599
P0051,P42115
P0051,P42009
P0051,P41939
P0052,P0001
P0052,P52583
P0052,P43274
P0052,P40674
P0052,P49997
P0052,P22733
P0052,P23821
P0052,P14561
P0052,P48100
P0052,P21708
P0052,P28703
P0052,P11939
P0052,P38104
P0052,P43083
P0052,P18752
P0052,P49444
P0052,P45094
P0052,P16390
P0052,P49993
P0052,P0060
P0052,P30309
P0052,P10898
P0052,P37247
P0052,P4122
P0052,P43383
P0052,P48370
P0052,P13103
P0052,P24015
P0052,P43937
P0052,P37643
P0052,P35082
P0052,P49552
P0052,P4277
P0052,P32131
P0052,P44363
P0052,P49389
P0052,P25249
P0052,P22178
P0052,P49222
P0052,P32670
P0052,P46821
P0052,P28473
P0052,P20756
P0052,P12041
P0052,P47699
P0052,P49452
P0052,P53204
P0052,P19555
P0052,P10513
P0052,P42546
P0052,P37952
P0052,P5162
P0052,P46674
P0052,P41025
P0052,P36580
P0052,P35841
P0052,P31886
P0052,P43362
P0052,P52642
P0052,P36026
P0052,P18237
P0052,P36185
P0052,P10150
P0052,P49585
P0052,P11693
P0052,P26544
P0052,P32375
P0052,P43421
P0052,P36752
P0052,P46543
P0052,P55863
P0052,P46920
P0052,P46741
P0052,P36729
P0052,P47255
P0052,P45672
P0052,P10551
P0052,P49223
P0052,P36264
P0052,P50460
P0052,P46524
P0052,P45983
P0052,P52517
P0052,P9797
P0053,P36142
P0053,P34412
P0053,P56075
P0053,P30017
P0053,P43901
P0053,P36056
P0053,P36944
P0053,P45667
P0053,P40413
P0053,P36153
P0053,P0020
P0053,P14492
P0054,P0572
P0054,P18222
P0054,P31215
P0054,P21826
P0054,P31216
P0054,P30099
P0054,P0779
P0054,P21841
P0054,P58155
P0054,P0141
P0054,P27025
P0054,P26696
P0054,P26738
P0054,P34976
P0054,P5629
P0054,P12892
P0054,P33114
P0054,P4414
P0054,P29601
P0054,P58357
P0054,P31581
P0054,P23562
P0054,P27888
P0054,P21763
P0054,P17388
P0054,P23892
P0054,P29825
P0054,P24225
P0054,P58309
P0054,P57347
P0054,P32470
P0054,P29653
P0054,P31323
P0054,P28914
P0054,P25087
P0054,P21058
P0054,P30785
P0054,P27928
P0054,P58731
P0054,P32612
P0054,P16053
P0054,P57274
P0054,P6173
P0054,P30782
P0054,P0202
P0054,P18407
P0054,P19108
P0054,P0023
P0054,P34245
P0054,P43221
P0054,P39287
P0054,P27472
P0054,P6672
P0054,P22072
P0054,P35474
P0054,P24795
P0054,P5262
P0054,P31453
P0054,P18562
P0054,P15077
P0054,P6741
P0054,P41138
P0054,P41690
P0054,P36044
P0054,P5419
P0054,P44497
P0054,P4559
P0055,P26388
P0055,P16001
P0055,P20860
P0055,P28799
P0055,P30704
P0055,P21534
P0055,P28394
P0055,P22522
P0055,P23736
P0055,P19587
P0055,P0828
P0055,P21602
P0055,P19116
P0055,P22580
P0055,P27051
P0055,P1022
P0055,P27868
P0055,P23563
P0055,P20420
P0055,P29238
P0055,P10062
P0055,P7875
P0055,P19757
P0055,P26480
P0056,P32308
P0056,P23166
P0056,P32231
P0056,P30048
P0056,P43159
P0056,P26064
P0056,P37511
P0056,P43088
P0056,P35693
P0056,P32911
P0056,P41462
P0056,P32477
P0056,P37447
P0056,P24205
P0056,P29536
P0056,P37016
P0056,P32805
P0056,P35205
P0056,P37437
P0056,P25495
P0056,P43095
P0056,P32611
P0056,P36488
P0056,P44626
P0056,P38745
P0056,P44143
P0056,P25996
P0056,P4124
P0056,P24141
P0056,P36312
P0056,P36658
P0056,P20013
P0056,P42577
P0056,P24970
P0056,P43117
P0056,P25237
P0056,P30012
P0056,P25859
P0056,P43150
P0056,P32801
P0056,P43078
P0056,P24836
P0056,P44511
P0056,P36221
P0056,P43518
P0056,P43727
P0056,P35531
P0056,P36339
P0056,P27079
P0056,P29988
P0056,P30020
P0056,P36987
P0056,P38621
P0056,P27064
P0056,P43072
P0056,P34338
P0056,P43106
P0056,P38564
P0056,P43337
P0056,P44006
P0056,P44971
P0056,P18154
P0056,P26823
P0056,P38200
P0056,P19683
P0056,P44071
P0056,P43476
P0056,P29884
P0056,P32761
P0056,P39299
P0056,P32114
P0056,P44203
P0056,P24140
P0056,P24731
P0056,P32223
P0056,P35059
P0056,P21085
P0056,P39434
P0056,P31948
P0056,P35262
P0056,P32665
P0056,P5885
P0056,P29960
P0056,P36311
P0056,P37493
P0056,P31440
P0056,P43386
P0056,P36647
P0056,P45260
P0056,P25889
P0056,P24756
P0056,P36100
P0056,P37024
P0056,P36097
P0056,P36162
P0056,P39564
P0056,P46649
P0056,P27474
P0056,P26022
P0056,P38521
P0056,P41251
P0056,P36124
P0056,P35037
P0056,P32152
P0056,P25046
P0056,P32784
P0056,P26226
P0056,P17649
P0056,P3133
P0056,P33051
P0056,P22620
P0056,P17698
P0056,P29741
P0056,P35154
P0056,P32685
P0056,P32141
P0056,P36405
P0056,P38654
P0056,P32321
P0056,P22847
P0056,P29094
P0056,P25943
P0056,P36150
P0056,P31985
P0056,P38180
P0056,P25058
P0056,P19130
P0056,P43110
P0056,P30232
P0056,P37716
P0056,P38225
P0056,P32302
P0056,P36960
P0056,P39591
P0056,P41011
P0056,P24798
P0056,P36511
P0056,P24819
P0056,P43527
P0056,P23761
P0056,P26029
P0056,P30227
P0056,P25114
P0056,P35053
P0056,P38558
P0056,P37011
P0056,P32326
P0056,P26031
P0056,P43134
P0056,P24257
P0056,P36905
P0056,P43090
P0056,P19665
P0056,P36518
P0056,P37465
P0056,P38602
P0056,P16322
P0056,P43446
P0056,P25976
P0056,P35040
P0056,P25593
P0056,P18076
